Series Name,Series Code,Country Name,Country Code,Region,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Europe & Central Asia,ECS,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Europe & Central Asia (excluding high income),ECA,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,European Union,EUU,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Fragile and conflict affected situations,FCS,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Heavily indebted poor countries (HIPC),HPC,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,High income,HIC,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,IBRD only,IBD,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,IDA & IBRD total,IBT,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,IDA blend,IDB,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,IDA only,IDX,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,IDA total,IDA,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Late-demographic dividend,LTE,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Latin America & Caribbean,LCN,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Latin America & Caribbean (excluding high income),LAC,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Least developed countries: UN classification,LDC,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Low & middle income,LMY,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Low income,LIC,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Lower middle income,LMC,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Middle East & North Africa,MEA,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Middle East & North Africa (excluding high income),MNA,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Middle income,MIC,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,North America,NAC,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Not classified,INX,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,OECD members,OED,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Other small states,OSS,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Pacific island small states,PSS,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Post-demographic dividend,PST,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Pre-demographic dividend,PRE,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Small states,SST,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,South Asia,SAS,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,South Asia (IDA & IBRD),TSA,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Sub-Saharan Africa,SSF,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Sub-Saharan Africa (excluding high income),SSA,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Upper middle income,UMC,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,World,WLD,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Afghanistan,AFG,Eastern Mediterranean Region,27.44185609,27.47358023,29.67486273,31.87558916,34.09443129,36.33122612,38.56711933,41.0836739,43.63260872,46.21376265,48.82696852,51.47237647,54.14949164,56.85814159,59.59815817,62.36965956,65.17216226,68.00887159,70.87994089,73.784643,76.7222554,79.69307846
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Albania,ALB,European Region,86.39704395,86.90406849,87.45163572,87.98719672,88.51058126,89.02118584,89.519135,90.00419038,90.47614984,90.93440962,91.37947961,91.81088856,92.22877853,92.63159606,93.02005806,93.39432397,93.75487791,94.1020962,94.43639343,94.75822472,95.06803881,95.08151344
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Algeria,DZA,African Region,89.84882858,90.1134478,90.37380433,90.62972248,90.88125472,91.12825339,91.37095553,91.60923199,91.84330874,92.07203497,92.29597346,92.51498929,92.7451847,92.97088115,93.19234678,93.40955765,93.62277554,93.83197493,94.03741493,94.23913986,94.43732997,94.63210204
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,American Samoa,ASM,#N/A,94.93229039,95.18596459,95.43963879,95.69331299,95.9469872,96.2006614,96.4543356,96.7080098,96.961684,97.2153582,97.4690324,97.7227066,97.97638081,98.23005501,98.48372921,98.73740341,98.99107761,99.24475181,99.24475181,99.24475181,99.24475181,99.24475181
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Andorra,AND,European Region,99.99999946,100,100,100,100,99.99999788,100,100,100,100,99.99999807,100,99.999998,100,100,100,99.999996,100,99.99999557,99.99999679,99.99999853,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Angola,AGO,African Region,41.14430979,42.25467587,43.37680046,44.36387282,45.3513348,46.33601842,47.15023077,47.96146928,48.77040372,49.57516449,50.37684043,51.17483566,51.96854191,52.75734577,53.54150779,54.31693061,55.08427251,55.84290952,56.59174877,56.88303749,57.16773792,57.44672553
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Antigua and Barbuda,ATG,Region of the Americas,..,..,..,..,..,..,..,..,..,98.36655579,98.36617655,98.36582156,98.36570723,98.3655938,98.36547509,98.36536227,98.3652624,98.36517544,98.36510059,98.36503872,98.36499378,98.36495728
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Argentina,ARG,Region of the Americas,96.28402574,96.52281987,96.7554693,96.98241662,97.20434612,97.42118831,97.63321418,97.8403601,98.04287811,98.24072911,98.4340479,98.62186278,98.80529366,98.86419896,98.92324799,98.98230819,99.04137378,..,..,..,..,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Armenia,ARM,European Region,95.33217951,95.58795941,95.85911521,96.13686224,96.41666223,96.69845958,96.98240199,97.26836714,97.55648136,97.84664299,98.13891463,98.43331046,98.7298229,99.02892492,99.32487567,99.52456083,99.52935101,99.53440756,99.91482849,99.92817193,99.9415164,99.95489411
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Aruba,ABW,#N/A,94.48880636,94.77049111,95.05217586,95.33386061,95.61554536,95.89723012,96.17891487,96.46059962,96.74228437,97.02396912,97.30565388,97.58733863,97.86902338,97.86902338,97.86902338,97.86902338,97.86902338,..,..,..,..,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Australia,AUS,Western Pacific Region,99.71229519,99.71124409,99.71219329,99.73435854,99.75634326,99.77814868,99.79977395,99.82125416,99.84255512,99.86367471,99.88314449,99.89196182,99.90076959,99.90958939,99.96147641,99.9700009,99.96996668,99.96993751,99.96989377,99.96985437,99.96981765,99.96977467
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Austria,AUT,European Region,99.99999973,100,99.9999993,99.99999704,99.99999751,99.99999922,100,99.99999908,99.99999831,100,100,99.99999942,99.99999666,99.99999786,100,99.99999882,100,100,99.99999932,99.99999659,100,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Azerbaijan,AZE,European Region,73.41658034,74.6393821,75.87028403,77.10983091,78.35749902,79.61282999,80.87600459,82.14713946,83.42550742,84.71124873,86.00788276,87.31426296,88.62950603,89.9528553,91.28315301,92.56932373,93.35315993,94.1312334,94.90297679,95.66774777,96.36208218,97.00710207
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Bahamas, The",BHS,Region of the Americas,98.24549561,98.28825994,98.33102426,98.37378859,98.41655291,98.45931724,98.50208157,98.54484589,98.58761022,98.63037454,98.67313887,98.71590319,98.75866752,98.80143185,98.84419617,98.8869605,98.8869605,98.8869605,98.8869605,98.8869605,..,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Bahrain,BHR,Eastern Mediterranean Region,99.9586654,99.95672708,99.95478876,99.95285044,99.95091212,99.94897381,99.94703549,99.94509717,99.94315885,99.94122053,99.93928221,99.93734389,99.93540557,99.93346725,99.93152893,99.92959062,99.9276523,99.92571398,99.92377566,99.92183734,99.91989902,99.91989902
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Bangladesh,BGD,South-East Asia Region,94.81892121,94.99368594,95.17376963,95.35256256,95.52997248,95.70895752,95.88471178,96.05709845,96.2259786,96.39123318,96.55282537,96.71059726,96.86438458,97.01406183,97.15966368,97.30110109,97.43839091,97.57149329,97.70041155,97.82513657,97.94567602,98.03301971
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Barbados,BRB,Region of the Americas,98.32442346,98.33442488,98.3444263,98.35442772,98.36442913,98.37443055,98.38443197,98.39443339,98.40443481,98.41443623,98.42443765,98.43443907,98.44444049,98.4544419,98.46444332,98.47444474,98.48444616,98.49444758,98.504449,98.51445042,98.51445042,98.51445042
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Belarus,BLR,European Region,98.35623563,98.34853713,98.34090341,98.33334459,98.32881122,98.31888001,98.31100211,98.30514271,98.30125967,98.29934188,98.29925527,98.30131464,98.30554604,98.31191843,98.32036146,98.33085564,98.34333448,98.35775457,98.3739982,98.39198685,98.65157317,99.18791665
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Belgium,BEL,European Region,99.9999969,99.99999857,100,99.99999666,100,100,99.99999833,99.99999762,99.99999548,99.99999875,99.99999936,99.99999579,99.99999882,99.99999564,99.99999856,99.99999628,100,99.99999838,100,100,99.99999626,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Belize,BLZ,Region of the Americas,87.43148709,88.08195778,88.73249995,89.38311081,90.03379901,90.68455247,91.33538034,91.98627778,92.63724704,93.28828247,93.93748034,94.5876062,95.23855345,95.89018574,96.5423001,97.17559148,97.58454052,97.99257797,98.39929304,98.40054977,98.40195593,98.40350771
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Benin,BEN,African Region,61.74041162,62.00164804,62.27615239,62.57329943,62.86596649,63.15366216,63.43658674,63.71491094,63.98838244,64.25656435,64.51984869,64.77819667,65.03157927,65.27959979,65.52347496,65.76275873,65.99736203,66.22719933,66.45219788,66.67226715,66.88732895,67.12590915
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Bermuda,BMU,#N/A,99.99414291,99.98655933,99.97897576,99.97139218,99.96380861,99.95622504,99.94864146,99.94105789,99.93347431,99.92589074,99.91830717,99.91072359,99.90314002,99.90314002,99.90314002,99.90314002,99.90314002,99.90314002,99.90314002,99.90314002,99.90314002,99.90314002
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Bhutan,BTN,South-East Asia Region,82.36160234,83.46728539,84.61995697,85.7539271,86.86839087,87.95675999,88.97896447,89.98677222,90.97982582,91.95755308,92.91982976,93.86634017,94.79608007,95.70915284,96.60577774,97.48622327,98.18623888,98.65984174,98.7649965,98.87231224,98.98171763,99.12699463
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Bolivia,BOL,Region of the Americas,80.77157461,81.49409135,82.19249548,82.87855229,83.5560293,84.22429029,84.88441386,85.53545827,86.17844733,86.81247622,87.43794458,88.05519668,88.66400129,89.25007344,89.82033479,90.38416809,90.94184943,91.49294855,92.03884407,92.5659539,93.08742169,93.60317892
